"","PD38026MD"
"","Indicadores bursátiles - Índice General Bursátil BVL (índice)"
27Nov15,10223.33
30Nov15,10226.89
01Dic15,10301.34
02Dic15,10172.97
03Dic15,10132.56
04Dic15,10246.85
07Dic15,10184.8
08Dic15,n.d.
09Dic15,10175.88
10Dic15,10079.29
11Dic15,10014.71
14Dic15,9876.13
15Dic15,9898.88
16Dic15,9926.33
17Dic15,9874.43
18Dic15,9675.68
21Dic15,9641.45
22Dic15,9706.85
23Dic15,9867.81
24Dic15,9872.93
25Dic15,n.d.
28Dic15,9738.08
29Dic15,9822.85
30Dic15,9799.79
31Dic15,9848.59
01Ene16,9848.59
04Ene16,9793.09
05Ene16,9697.08
06Ene16,9613.15
07Ene16,9454.62
08Ene16,9328.2
11Ene16,9152.27
12Ene16,9157.32
13Ene16,9097.12
14Ene16,9108.86
15Ene16,9047.4
18Ene16,9036.96
19Ene16,8892.26
20Ene16,8878.15
21Ene16,8882.76
22Ene16,9034.28
25Ene16,9058.2
26Ene16,9171.52
27Ene16,9231.37
28Ene16,9307.97
29Ene16,9391.84
01Feb16,9430.44
02Feb16,9275.27
03Feb16,9412.69
04Feb16,9682.72
05Feb16,9699.61
08Feb16,9684.14
09Feb16,9668.8
10Feb16,9885.22
11Feb16,9885.22
12Feb16,10205.04
15Feb16,10242.83
16Feb16,10274.06
17Feb16,10339.14
18Feb16,10374.19
19Feb16,10372.43
22Feb16,10586.24
23Feb16,10608.5
24Feb16,10675.59
25Feb16,10732.79
26Feb16,10716.33
29Feb16,10742.19
01Mar16,10771.99
02Mar16,11055.8
03Mar16,11140.07
04Mar16,11278.58
07Mar16,11419.89
08Mar16,11382.79
09Mar16,11497.38
10Mar16,11400.68
11Mar16,11293.95
14Mar16,11261.48
15Mar16,11140.27
16Mar16,11295.56
17Mar16,11678.68
18Mar16,11987.5
21Mar16,12086.39
22Mar16,12042.45
23Mar16,11824.57
24Mar16,11824.57
25Mar16,11824.57
28Mar16,11730.88
29Mar16,11798.86
30Mar16,12071.79
31Mar16,12057.93
01Abr16,11890.43
04Abr16,11729.08
05Abr16,11791.43
06Abr16,11709.12
07Abr16,11410.02
08Abr16,11524.81
11Abr16,12517.38
12Abr16,12801.13
13Abr16,12938.78
14Abr16,12767.49
15Abr16,12814.66
18Abr16,12974.65
19Abr16,13278.48
20Abr16,13242.27
21Abr16,13295.92
22Abr16,13197.09
25Abr16,13170.16
26Abr16,13263.82
27Abr16,13442.89
28Abr16,13509.8
29Abr16,13702.47
02May16,13746
03May16,13545.06
04May16,13267.07
05May16,13262.23
06May16,13332.01
09May16,13143.6
10May16,13451.77
11May16,13549.48
12May16,13523.95
13May16,13641.98
16May16,13762.6
17May16,13723.54
18May16,13565.86
19May16,13416.54
20May16,13418.13
23May16,13498.15
24May16,13439.24
25May16,13491.75
26May16,13581.26
27May16,13552.61
30May16,13605.08
31May16,13535.97
01Jun16,13555.76
02Jun16,13660.16
03Jun16,13949.1
06Jun16,13949.14
07Jun16,13901.01
08Jun16,13910.37
09Jun16,13980.63
10Jun16,13775.92
13Jun16,13621.64
14Jun16,13443.46
15Jun16,13695.79
16Jun16,13626.08
17Jun16,13644.84
20Jun16,13645
21Jun16,13636.01
22Jun16,13616.49
23Jun16,13771.85
24Jun16,13487.69
27Jun16,13395.2
28Jun16,13533.99
29Jun16,13533.99
30Jun16,13856.9
01Jul16,13968.39
04Jul16,14034.84
05Jul16,13790.5
06Jul16,13808.9
07Jul16,13775.73
08Jul16,14052.08
11Jul16,14149.25
12Jul16,14227.54
13Jul16,14308.27
14Jul16,14454.68
15Jul16,14412.62
18Jul16,14543.67
19Jul16,14567.22
20Jul16,14578.84
21Jul16,14777.64
22Jul16,14762.87
25Jul16,14765.31
26Jul16,14904.21
27Jul16,15210.97
28Jul16,15210.97
29Jul16,15210.97
01Ago16,15367.32
02Ago16,15333.18
03Ago16,15404.77
04Ago16,15455.28
05Ago16,15395.35
08Ago16,15301.49
09Ago16,15233.49
10Ago16,15376.11
11Ago16,15442.22
12Ago16,15373.68
15Ago16,15434.25
16Ago16,15386.44
17Ago16,15376.22
18Ago16,15528.94
19Ago16,15590.3
22Ago16,15555.94
23Ago16,15538.41
24Ago16,15308.46
25Ago16,15271.67
26Ago16,15220.15
29Ago16,15393.48
30Ago16,15393.48
31Ago16,15130.24
01Set16,15257
02Set16,15468
05Set16,15564.42
06Set16,15688.49
07Set16,15738.3
08Set16,15715.29
09Set16,15482.85
12Set16,15524.82
13Set16,15297.23
14Set16,15301.94
15Set16,15312.28
16Set16,15135.8
19Set16,15201.77
20Set16,15241.21
21Set16,15373.88
22Set16,15456.3
23Set16,15324.63
26Set16,15208.51
27Set16,15074.8
28Set16,15222.98
29Set16,15277.78
30Set16,15296.98
03Oct16,15246.65
04Oct16,15072.04
05Oct16,15071.07
06Oct16,15005.13
07Oct16,15060.6
10Oct16,15068.89
11Oct16,15007.17
12Oct16,15066.18
13Oct16,14986.09
14Oct16,15012.58
17Oct16,14993.82
18Oct16,15175.15
19Oct16,15294.99
20Oct16,15311.19
21Oct16,15243.71
24Oct16,15181.7
25Oct16,15247.57
26Oct16,15256.83
27Oct16,15186.14
28Oct16,15100.86
31Oct16,15171.04
01Nov16,15171.04
02Nov16,15055.61
03Nov16,15002.94
04Nov16,15163.6
07Nov16,15409.85
08Nov16,15336.17
09Nov16,15440.18
10Nov16,15784.29
11Nov16,15516.45
14Nov16,15477.29
15Nov16,15361.26
16Nov16,15261.1
17Nov16,15261.1
18Nov16,15261.1
21Nov16,15196.72
22Nov16,15246.79
23Nov16,15266.06
24Nov16,15307.43
25Nov16,15390.6
28Nov16,15396.94
29Nov16,15303.28
30Nov16,15414.97
01Dic16,15545.97
02Dic16,15484.85
05Dic16,15601.24
06Dic16,15591.84
07Dic16,15633.28
08Dic16,15633.28
09Dic16,15612.94
12Dic16,15484.55
13Dic16,15434.23
14Dic16,15433.68
15Dic16,15384.98
16Dic16,15404.72
19Dic16,15360.01
20Dic16,15438.79
21Dic16,15577.99
22Dic16,15535.01
23Dic16,15433.74
26Dic16,15453.05
27Dic16,15491.27
28Dic16,15529.04
29Dic16,15607.64
30Dic16,15566.96
02Ene17,15534.94
03Ene17,15827.43
04Ene17,15970.5
05Ene17,16036.09
06Ene17,15984.81
09Ene17,16044.74
10Ene17,16205.74
11Ene17,16079.92
12Ene17,16009.32
13Ene17,16018.04
16Ene17,16011.19
17Ene17,15905.37
18Ene17,15895
19Ene17,15726.74
20Ene17,15696.1
23Ene17,15838.14
24Ene17,16096.64
25Ene17,16199.82
26Ene17,16056.3
27Ene17,16023.49
30Ene17,15944.5
31Ene17,15983.95
01Feb17,16048.53
02Feb17,16082.46
03Feb17,16149.37
06Feb17,16242.64
07Feb17,16407.15
08Feb17,16415.54
09Feb17,16283
10Feb17,16441.86
13Feb17,16444.87
14Feb17,16327.08
15Feb17,16344.82
16Feb17,16299.19
17Feb17,16254.53
20Feb17,16179.55
21Feb17,16314.11
22Feb17,16319.33
23Feb17,16223.64
24Feb17,15935.2
27Feb17,15740.41
28Feb17,15766.12
01Mar17,16030.39
02Mar17,15916.18
03Mar17,15896.26
06Mar17,15608.76
07Mar17,15449.88
08Mar17,15391.73
09Mar17,15274.73
10Mar17,15306.28
13Mar17,15315.08
14Mar17,15054.77
15Mar17,15293.5
16Mar17,15504.09
17Mar17,15518.44
20Mar17,15054.77
21Mar17,15462.38
22Mar17,15412.45
23Mar17,15492.47
24Mar17,15512.05
27Mar17,15460.62
28Mar17,15581.49
29Mar17,15624.93
30Mar17,15673.12
31Mar17,15757.01
03Abr17,15787.42
04Abr17,15924.81
05Abr17,15997.85
06Abr17,15910.78
07Abr17,15844.2
10Abr17,15779.11
11Abr17,15791
12Abr17,15841.95
13Abr17,15841.95
14Abr17,15841.95
17Abr17,15750.63
18Abr17,15617.29
19Abr17,15586.93
20Abr17,15686.23
21Abr17,15646.39
24Abr17,15545.59
25Abr17,15538.13
26Abr17,15654.9
27Abr17,15495.33
28Abr17,15559.3
01May17,15559.3
02May17,15703.48
03May17,15661.05
04May17,15595.64
05May17,15722.31
08May17,15772.6
09May17,15870.71
10May17,16024.42
11May17,16134.24
12May17,16190.28
15May17,16246.36
16May17,16136.54
17May17,16171.85
18May17,16136.54
19May17,16186.44
22May17,16191.83
23May17,16137.92
24May17,16014.94
25May17,16029.21
26May17,16073.03
29May17,16150.57
30May17,16053.44
31May17,16000.08
01Jun17,15943.19
02Jun17,15910.6
05Jun17,15958.44
06Jun17,16061.17
07Jun17,16091.83
08Jun17,16153.09
09Jun17,16198.71
12Jun17,16046.51
13Jun17,16098.88
14Jun17,16129.13
15Jun17,15903.5
16Jun17,15858.77
19Jun17,15987.77
20Jun17,15879.38
21Jun17,16022.16
22Jun17,16005.18
23Jun17,16076.77
26Jun17,16078.92
27Jun17,16077.89
28Jun17,16017.14
29Jun17,16017.14
30Jun17,16132.87
03Jul17,16186.84
04Jul17,16248.71
05Jul17,16254.73
06Jul17,16166.37
07Jul17,16172.49
10Jul17,16158.83
11Jul17,16321.7
12Jul17,16414.87
13Jul17,16388.51
14Jul17,16512.25
17Jul17,16582.25
18Jul17,16554.12
19Jul17,16578.22
20Jul17,16573.92
21Jul17,16621.76
24Jul17,16616.15
25Jul17,16740.67
26Jul17,16761.94
27Jul17,16855.81
28Jul17,16855.81
31Jul17,16750.17
01Ago17,16844.12
02Ago17,16850.5
03Ago17,16882.53
04Ago17,16825.97
07Ago17,16797.1
08Ago17,16995.64
09Ago17,17125.93
10Ago17,16891.34
11Ago17,16887.89
14Ago17,16950.07
15Ago17,16949.99
16Ago17,17179.11
17Ago17,17077.86
18Ago17,17245.49
21Ago17,17378.49
22Ago17,17448.97
23Ago17,17395.53
24Ago17,17511.86
25Ago17,17561.08
28Ago17,17634.19
29Ago17,17607.98
30Ago17,17607.98
31Ago17,17616.44
01Set17,17830.31
04Set17,17889.57
05Set17,17878.29
06Set17,18113.87
07Set17,18059.32
08Set17,17943.85
11Set17,18067.99
12Set17,18050.38
13Set17,18070.66
14Set17,18060.39
15Set17,18150.42
18Set17,18166.08
19Set17,18100.3
20Set17,18049.98
21Set17,18087.42
22Set17,18020.99
25Set17,18208.13
26Set17,18230.7
27Set17,18277.58
28Set17,18538.27
29Set17,18087.42
02Oct17,18798.02
03Oct17,19065.87
04Oct17,19363.39
05Oct17,19610.46
06Oct17,19479.14
09Oct17,19405.99
10Oct17,19327.92
11Oct17,19346.43
12Oct17,19473.06
13Oct17,19628.15
16Oct17,19760.69
17Oct17,19694.52
18Oct17,19655.27
19Oct17,19473.06
20Oct17,19768.62
23Oct17,19903.02
24Oct17,19952.95
25Oct17,19912.47
26Oct17,19940.2
27Oct17,19952.84
30Oct17,19866.23
31Oct17,19874.12
01Nov17,19874.12
02Nov17,20082.61
03Nov17,20099.63
06Nov17,20157.27
07Nov17,19978.71
08Nov17,19958.55
09Nov17,19961.68
10Nov17,19680.91
13Nov17,19594.04
14Nov17,19498.6
15Nov17,19426.01
16Nov17,19385.7
17Nov17,19518.28
20Nov17,19582.27
21Nov17,19766.71
22Nov17,19886
23Nov17,19932.43
24Nov17,20011.1
27Nov17,19832.89
28Nov17,19811.52
29Nov17,19782.61
30Nov17,19722.18
01Dic17,19766.72
04Dic17,19658.69
05Dic17,19430.59
06Dic17,19242.56
07Dic17,19232.22
08Dic17,19232.22
11Dic17,19206.14
12Dic17,19289.55
13Dic17,19251.16
14Dic17,18655.24
15Dic17,18589.37
18Dic17,18977.16
19Dic17,19066.22
20Dic17,19257.26
21Dic17,19240.39
22Dic17,19660.4
25Dic17,19660.4
26Dic17,19604.92
27Dic17,19661.48
28Dic17,19839.44
29Dic17,19974.38
01Ene18,19974.38
02Ene18,20280.67
03Ene18,20320.9
04Ene18,20490.25
05Ene18,20640.87
08Ene18,20548.08
09Ene18,20547.98
10Ene18,20554.53
11Ene18,20588.82
12Ene18,20777.07
15Ene18,20788.49
16Ene18,20838.56
17Ene18,20808.77
18Ene18,20847.61
19Ene18,20934.58
22Ene18,20948.21
23Ene18,20991.09
24Ene18,21246.5
25Ene18,21247.2
26Ene18,21380.22
29Ene18,21374.35
30Ene18,21136.98
31Ene18,21068.89
01Feb18,21084.97
02Feb18,20720.94
05Feb18,20511.03
06Feb18,20606.98
07Feb18,20554.51
08Feb18,20195.57
09Feb18,20196.79
12Feb18,20339.68
13Feb18,20458.92
14Feb18,20858.59
15Feb18,20895.48
16Feb18,20759.16
19Feb18,20730.62
20Feb18,20652.07
21Feb18,20704.94
22Feb18,20689.05
23Feb18,20768.07
26Feb18,20807.84
27Feb18,20805.08
28Feb18,20831.78
01Mar18,20753.54
02Mar18,20832.77
05Mar18,20848.51
06Mar18,21043.51
07Mar18,20865.18
08Mar18,20793.7
09Mar18,20943.01
12Mar18,20876.75
13Mar18,20824.11
14Mar18,20683.8
15Mar18,20639.09
16Mar18,20626.02
19Mar18,20534.43
20Mar18,20658.27
21Mar18,20840.67
22Mar18,20557.35
23Mar18,20640.33
26Mar18,20667.58
27Mar18,20600.18
28Mar18,20558.84
29Mar18,20558.84
30Mar18,20558.84
02Abr18,20775.67
03Abr18,20882.07
04Abr18,21012.69
05Abr18,21135.29
06Abr18,21038.12
09Abr18,21007.22
10Abr18,21155.83
11Abr18,21200.76
12Abr18,21116.35
13Abr18,21116.35
16Abr18,21031.52
17Abr18,21308.8
18Abr18,21361.98
19Abr18,21414.91
20Abr18,21454.91
23Abr18,21516.09
24Abr18,21504.17
25Abr18,21357.15
26Abr18,21467.14
27Abr18,21410.3
30Abr18,21428.86
01May18,21428.86
02May18,21328.86
03May18,21148.32
04May18,21151.44
07May18,21176.48
08May18,21136.69
09May18,21143.13
10May18,21267.78
11May18,21248.8
14May18,21088.82
15May18,21116.12
16May18,20952.86
17May18,21088.99
18May18,21094.66
21May18,21114.27
22May18,21121.48
23May18,20906.95
24May18,20988.53
25May18,20992.36
28May18,21003.81
29May18,20718.13
30May18,20786.96
31May18,20814.29
01Jun18,21018.11
04Jun18,21128.17
05Jun18,21188.57
06Jun18,21346.75
07Jun18,21228.44
08Jun18,21203.95
11Jun18,21197.11
12Jun18,21321.28
13Jun18,21137.38
14Jun18,21030.63
15Jun18,20732.88
18Jun18,20639.08
19Jun18,20566.9
20Jun18,20445.27
21Jun18,20360.46
22Jun18,20325.83
25Jun18,20149.21
26Jun18,20039.05
27Jun18,20005.93
28Jun18,19800.26
29Jun18,19800.26
02Jul18,19872.86
03Jul18,19682.4
04Jul18,19670.67
05Jul18,19900.89
06Jul18,19953.92
09Jul18,20095.9
10Jul18,20019.89
11Jul18,19711.52
12Jul18,19730.34
13Jul18,19749.09
16Jul18,19727.32
17Jul18,20001.6
18Jul18,20032.4
19Jul18,19965.79
20Jul18,20045.54
23Jul18,20134.6
24Jul18,20331.12
25Jul18,20347.13
26Jul18,20414.42
27Jul18,20373.96
30Jul18,20384.47
31Jul18,20485.72
01Ago18,20407.92
02Ago18,20176.92
03Ago18,20287.26
06Ago18,20202.46
07Ago18,20223.46
08Ago18,20213.45
09Ago18,20166.05
10Ago18,20124.06
13Ago18,19956.55
14Ago18,19986
15Ago18,19533.38
16Ago18,19493.69
17Ago18,19533.29
20Ago18,19584.5
21Ago18,19452.8
22Ago18,19457.05
23Ago18,19468.42
24Ago18,19631.33
27Ago18,19704.21
28Ago18,19638.25
29Ago18,19653.24
30Ago18,19653.24
31Ago18,19443.11
03Set18,19467.27
04Set18,19169.03
05Set18,18942.14
06Set18,18875.65
07Set18,18900.44
10Set18,18896.63
11Set18,18757.86
12Set18,19026.7
13Set18,18970.62
14Set18,18934.81
17Set18,18772.92
18Set18,18885.3
19Set18,19175.75
20Set18,19488.34
21Set18,19609.61
24Set18,19575.04
25Set18,19585.06
26Set18,19604
27Set18,19537.65
28Set18,19564.07
01Oct18,19570.45
02Oct18,19694.04
03Oct18,19823.44
04Oct18,19629.02
05Oct18,19357.74
08Oct18,19357.74
09Oct18,19390.92
10Oct18,19211.34
11Oct18,19232.2
12Oct18,19231.14
15Oct18,19306.34
16Oct18,19360.44
17Oct18,19290.61
18Oct18,19064.32
19Oct18,18895.09
22Oct18,18905.75
23Oct18,18708.69
24Oct18,18657.99
25Oct18,18657.68
26Oct18,18576.36
29Oct18,18593.16
30Oct18,18641.35
31Oct18,18909.4
01Nov18,18909.4
02Nov18,19165.7
05Nov18,19273.8
06Nov18,19302.11
07Nov18,19266.2
08Nov18,19278.82
09Nov18,19080.49
12Nov18,18935.49
13Nov18,18975.75
14Nov18,18989.87
15Nov18,19183.65
16Nov18,19446.81
19Nov18,19363.65
20Nov18,19046.65
21Nov18,19134.29
22Nov18,19219.92
23Nov18,18894.13
26Nov18,18974.47
27Nov18,18999.05
28Nov18,19207.4
29Nov18,19303.62
30Nov18,19180.97
03Dic18,19361.77
04Dic18,19451.9
05Dic18,19529.61
06Dic18,19322.91
07Dic18,19405.23
10Dic18,19202.09
11Dic18,19249.9
12Dic18,19245.58
13Dic18,19201.21
14Dic18,19073.49
17Dic18,19128.29
18Dic18,19156.63
19Dic18,19119.21
20Dic18,19085.34
21Dic18,18997.14
24Dic18,19015.97
25Dic18,19015.97
26Dic18,19099.23
27Dic18,19205.78
28Dic18,19305.02
31Dic18,19350.4
01Ene19,19350.4
02Ene19,19368.14
03Ene19,19242.78
04Ene19,19469.46
07Ene19,19490.95
08Ene19,19378.67
09Ene19,19565.91
10Ene19,19699.12
11Ene19,19617.04
14Ene19,19668.77
15Ene19,19538.41
16Ene19,19582.05
17Ene19,19658.94
18Ene19,19576.87
21Ene19,19580.15
22Ene19,19513.63
23Ene19,19566.34
24Ene19,19691.64
25Ene19,19856.14
28Ene19,19846.78
29Ene19,20041.32
30Ene19,20067.22
31Ene19,20190.87
01Feb19,20294.04
04Feb19,20450.28
05Feb19,20517.61
06Feb19,20532.71
07Feb19,20315.97
08Feb19,20314.77
11Feb19,20138.19
12Feb19,20125.39
13Feb19,20155.01
14Feb19,20226.24
15Feb19,20391.24
18Feb19,20346.15
19Feb19,20417.73
20Feb19,20627.41
21Feb19,20423.26
22Feb19,20560.07
25Feb19,20561.13
26Feb19,20567.61
27Feb19,20569.26
28Feb19,20614.45
01Mar19,20561.58
04Mar19,20611.18
05Mar19,20540.38
06Mar19,20590.13
07Mar19,20540.38
08Mar19,20497.3
11Mar19,20661.2
12Mar19,20746.53
13Mar19,20895.64
14Mar19,20823.38
15Mar19,20919.07
18Mar19,21004.56
19Mar19,21134.48
20Mar19,21195.25
21Mar19,21141.52
22Mar19,21009.3
25Mar19,20982.91
26Mar19,21030.29
27Mar19,20997.1
28Mar19,20976.61
29Mar19,21098.07
01Abr19,21075.93
02Abr19,21105.55
03Abr19,21151.66
04Abr19,21287.28
05Abr19,21367.59
08Abr19,21436.43
09Abr19,21272.66
10Abr19,21279.33
11Abr19,21000.95
12Abr19,21099.81
15Abr19,21004.21
16Abr19,21139.65
17Abr19,20938.43
18Abr19,20938.43
19Abr19,20938.43
22Abr19,20873.79
23Abr19,20824.63
24Abr19,20703.35
25Abr19,20700.38
26Abr19,20846.27
29Abr19,20886.76
30Abr19,20896.5
01May19,20896.5
02May19,20765.92
03May19,20801.52
06May19,20747.16
07May19,20688.02
08May19,20430.44
09May19,20213.3
10May19,20159.52
13May19,19957.71
14May19,20021.44
15May19,20011.32
16May19,19951.9
17May19,19919
20May19,19941.11
21May19,20074.22
22May19,19902.59
23May19,19669.22
24May19,19711.53
27May19,19668.89
28May19,19639.09
29May19,19658.14
30May19,19812.4
31May19,19922.77
03Jun19,19981.1
04Jun19,19986.77
05Jun19,20100.69
06Jun19,20113.62
07Jun19,20298.64
10Jun19,20287.56
11Jun19,20388.77
12Jun19,20407.68
13Jun19,20250.85
14Jun19,20295.8
17Jun19,20206.58
18Jun19,20363.6
19Jun19,20298.91
20Jun19,20587.85
21Jun19,20492.17
24Jun19,20750
25Jun19,20601.04
26Jun19,20609.42
27Jun19,20666.13
28Jun19,20622.79
01Jul19,20727.82
02Jul19,20729.07
03Jul19,20770.43
04Jul19,20845.74
05Jul19,20881.95
08Jul19,20883.96
09Jul19,20707.33
10Jul19,20760.77
11Jul19,20698.61
12Jul19,20738.54
15Jul19,20635
16Jul19,20805.87
17Jul19,20839.3
18Jul19,20919.65
19Jul19,20845.29
22Jul19,20783.49
23Jul19,20729.21
24Jul19,20762.12
25Jul19,20817.15
26Jul19,20692.32
29Jul19,n.d.
30Jul19,20199.61
31Jul19,19957.26
01Ago19,19862.67
02Ago19,19695.44
05Ago19,19396.96
06Ago19,19338.63
07Ago19,19604.48
08Ago19,19653.96
09Ago19,19487.67
12Ago19,19126.72
13Ago19,19226.19
14Ago19,18955.34
15Ago19,18862.77
16Ago19,18915.65
19Ago19,19112.2
20Ago19,19088.02
21Ago19,18965.52
22Ago19,18833.67
23Ago19,18807.43
26Ago19,18723.7
27Ago19,18866.03
28Ago19,19034.99
29Ago19,19106.75
30Ago19,19106.75
02Set19,19279.91
03Set19,19264.76
04Set19,19242.27
05Set19,19487.18
06Set19,19357.65
09Set19,19193.23
10Set19,19211.42
11Set19,19328.81
12Set19,19416.72
13Set19,19416.32
16Set19,19468.26
17Set19,19485.46
18Set19,19506.98
19Set19,19491.36
20Set19,19455.72
23Set19,19370.14
24Set19,19371.18
25Set19,19391.8
26Set19,19630.64
27Set19,19750.35
30Set19,19602.71
01Oct19,19249.81
02Oct19,19008.19
03Oct19,18990.27
04Oct19,19270.23
07Oct19,19232.36
08Oct19,19232.36
09Oct19,19059.65
10Oct19,19034.39
11Oct19,19284.68
14Oct19,19401.49
15Oct19,19405.79
16Oct19,19355.12
17Oct19,19298.57
18Oct19,19407.98
21Oct19,19284.83
22Oct19,19402.99
23Oct19,19502.96
24Oct19,19600.58
25Oct19,19518.94
28Oct19,19561.49
29Oct19,19719.8
30Oct19,19690.62
31Oct19,19904.87
01Nov19,19904.87
04Nov19,20079.56
05Nov19,20067.57
06Nov19,20065.19
07Nov19,20140.82
08Nov19,19853.8
11Nov19,19767
12Nov19,19771.08
13Nov19,19716.28
14Nov19,19581.08
15Nov19,19700.67
18Nov19,19742.8
19Nov19,19743.22
20Nov19,19702.21
21Nov19,19753.04
22Nov19,19885.65
25Nov19,19971.6
26Nov19,19965.93
27Nov19,19942.33
28Nov19,20055.57
29Nov19,20078
02Dic19,20044.4
03Dic19,19759.25
04Dic19,19766.89
05Dic19,19769.52
06Dic19,19874.38
09Dic19,19779.52
10Dic19,19925.83
11Dic19,20022.73
12Dic19,20103.93
13Dic19,20096.56
16Dic19,20010.54
17Dic19,20069.21
18Dic19,20243.15
19Dic19,20439.28
20Dic19,20312.78
23Dic19,20356.48
24Dic19,20414.24
25Dic19,20414.24
26Dic19,20606.9
27Dic19,20579.51
30Dic19,20587.08
31Dic19,20526.13
01Ene20,20526.13
02Ene20,20634.14
03Ene20,20545.51
06Ene20,20568.39
07Ene20,20475.28
08Ene20,20381.92
09Ene20,20420.17
10Ene20,20447.35
13Ene20,20475.92
14Ene20,20489.66
15Ene20,20557.02
16Ene20,20610.52
17Ene20,20727.28
20Ene20,20734.74
21Ene20,20612.18
22Ene20,20679.59
23Ene20,20545.19
24Ene20,20319.2
27Ene20,19964.42
28Ene20,19924.76
29Ene20,19979.74
30Ene20,19914.98
31Ene20,19834.9
03Feb20,19835.79
04Feb20,20251.61
05Feb20,20393.94
06Feb20,20100.81
07Feb20,19883.88
10Feb20,19941.39
11Feb20,19958.87
12Feb20,20059.31
13Feb20,20008.03
14Feb20,19854.48
17Feb20,19841.45
18Feb20,19600.06
19Feb20,19728.32
20Feb20,19715.96
21Feb20,19600.88
24Feb20,19196.6
25Feb20,18852.95
26Feb20,18946.14
27Feb20,18608.19
28Feb20,18264.3
02Mar20,18555.85
03Mar20,18494.81
04Mar20,18837.4
05Mar20,18717.88
06Mar20,18285.94
09Mar20,17323.13
10Mar20,17750.63
11Mar20,17094.31
12Mar20,15312.23
13Mar20,15947.92
16Mar20,15215.21
17Mar20,15403.07
18Mar20,14523.92
19Mar20,14650.97
20Mar20,14389.9
23Mar20,14050.97
24Mar20,14243.5
25Mar20,14539.6
26Mar20,14483.46
27Mar20,13892.62
30Mar20,13911.73
31Mar20,14463.96
01Abr20,13900.05
02Abr20,13785.72
03Abr20,13538.79
06Abr20,13565.64
07Abr20,13774.5
08Abr20,13912.39
09Abr20,13912.39
10Abr20,13912.39
13Abr20,14379.82
14Abr20,14464.82
15Abr20,14456.95
16Abr20,14446.73
17Abr20,14493.95
20Abr20,14625.61
21Abr20,14306.62
22Abr20,14403.89
23Abr20,14403.89
24Abr20,14384.07
27Abr20,14229.95
28Abr20,14345.05
29Abr20,14453.53
30Abr20,14779.28
01May20,14779.28
04May20,14722.3
05May20,14900.48
06May20,14953.76
07May20,15095.05
08May20,15409.18
11May20,15265.59
12May20,15485.86
13May20,15143.33
14May20,15126.21
15May20,15189.15
18May20,15679.31
19May20,15461.57
20May20,15427.15
21May20,15423.58
22May20,15349.3
25May20,15400.12
26May20,15485.68
27May20,15725.53
28May20,15777.54
29May20,15580.85
01Jun20,15743.47
02Jun20,15780.96
03Jun20,16342.08
04Jun20,16618.33
05Jun20,17236.69
08Jun20,17488.35
09Jun20,17323.05
10Jun20,17324.63
11Jun20,16603.5
12Jun20,16824.21
15Jun20,16982.91
16Jun20,17019.55
17Jun20,17008.37
18Jun20,16948.04
19Jun20,16971.98
22Jun20,16913.69
23Jun20,16951.07
24Jun20,16753.23
25Jun20,16632.44
26Jun20,16634.47
29Jun20,16634.47
30Jun20,16878
01Jul20,16724.02
02Jul20,16737.05
03Jul20,16698.71
06Jul20,16976.05
07Jul20,16913.77
08Jul20,16835.88
09Jul20,16599.65
10Jul20,16671.15
13Jul20,16646.36
14Jul20,16574.72
15Jul20,16741.43
16Jul20,16649.49
17Jul20,16752.86
20Jul20,16817.61
21Jul20,17134.52
22Jul20,17243.38
23Jul20,17268.44
24Jul20,17288.66
27Jul20,17700.78
28Jul20,17700.78
29Jul20,17737.74
30Jul20,17614.34
31Jul20,17512.53
03Ago20,17559.53
04Ago20,17571.8
05Ago20,17935.06
06Ago20,18017.36
07Ago20,17972.36
10Ago20,17981.82
11Ago20,17910.34
12Ago20,17983.07
13Ago20,18192.34
14Ago20,18307.13
17Ago20,18467.1
18Ago20,18521.86
19Ago20,18351.95
20Ago20,18349.71
21Ago20,18276.04
24Ago20,18295.22
25Ago20,18252.13
26Ago20,18330.81
27Ago20,18338.47
28Ago20,18420.44
31Ago20,18576.89
01Set20,18675.37
02Set20,18487.05
03Set20,18485.97
04Set20,18137.94
07Set20,18198.36
08Set20,18103.14
09Set20,18268.07
10Set20,18102.31
11Set20,18025.94
14Set20,18163.49
15Set20,17966.92
16Set20,18093.99
17Set20,18021.2
18Set20,17907.13
21Set20,17692.68
22Set20,17777.14
23Set20,17497.24
24Set20,17777.75
25Set20,17743.88
28Set20,17875.08
29Set20,17881.18
30Set20,17948.78
01Oct20,17842.81
02Oct20,17911.56
05Oct20,17953.22
06Oct20,18128.92
07Oct20,17958.64
08Oct20,18032
09Oct20,18112.26
12Oct20,18013.55
13Oct20,17821.17
14Oct20,17835.07
15Oct20,17690.8
16Oct20,17667.51
19Oct20,17617.4
20Oct20,17812.29
21Oct20,18164.72
22Oct20,18066.53
23Oct20,18058.66
26Oct20,17844.41
27Oct20,18157.71
28Oct20,17664.1
29Oct20,17705.84
30Oct20,17472.2
02Nov20,17772.77
03Nov20,17824.47
04Nov20,17709.04
05Nov20,18037.18
06Nov20,17994.83
09Nov20,18896.04
10Nov20,17666.78
11Nov20,17837.75
12Nov20,17804.86
13Nov20,18048.41
16Nov20,18290.33
17Nov20,18517.7
18Nov20,18629.02
19Nov20,18553.16
20Nov20,18810.39
23Nov20,18924.54
